순위,주식명,href,현재가,시가총액,거래량,PER,미래 PER,동일업종PER,시가배당률,PRB,당기순이익2017,당기순이익2018,당기순이익2019,당기순이익2020,부채비율2017,부채비율2018,부채비율2019,부채비율2020,당좌비율2017,당좌비율2018,당좌비율2019,당좌비율2020,유보율2017,유보율2018,유보율2019,유보율2020,sosok
346,남해화학,https://finance.naver.com/item/main.nhn?code=025860,"10,450","5,191","1,056,279",16.29,nan,23.11,0.97,0.87,84.0,160.0,250.0,nan,29.01,33.91,30.14,nan,107.61,96.02,103.41,nan,770.25,788.85,826.12,nan,코스피
347,한국카본,https://finance.naver.com/item/main.nhn?code=017960,"11,650","5,121","368,116",10.3,16.49,-9.26,1.34,1.52,-30.0,177.0,574.0,312.0,18.57,27.14,25.7,nan,193.11,148.19,171.49,nan,1380.33,1421.0,1676.15,nan,코스피
348,한국금융지주우,https://finance.naver.com/item/main.nhn?code=071055,"86,900","5,091","19,042",5.63,5.49,4.58,4.82,0.82,5159.0,8472.0,8600.0,11520.0,1206.75,1107.36,1150.6,nan,nan,nan,nan,nan,1506.93,1550.79,1745.43,nan,코스피
349,동양,https://finance.naver.com/item/main.nhn?code=001520,"2,130","5,084","27,278,663",-12.14,nan,11.87,3.36,0.3,31.0,-23.0,-289.0,nan,17.2,24.2,27.86,nan,191.71,116.1,111.98,nan,742.72,732.5,707.7,nan,코스피
350,교촌에프앤비,https://finance.naver.com/item/main.nhn?code=339770,"20,350","5,084","213,658",17.58,12.7,15.88,1.03,3.17,115,295,238.0,386.0,104.47,97.00,49.51,nan,70.31,72.26,129.45,nan,476.18,715.93,1159.63,nan,코스피
351,현대퓨처넷,https://finance.naver.com/item/main.nhn?code=126560,"4,500","5,079","282,795",-14.78,nan,-20.25,2.08,0.61,399.0,378.0,-404.0,nan,9.3,9.71,26.56,nan,595.88,216.67,145.93,nan,1233.26,1281.96,1203.92,nan,코스피
352,스카이라이프,https://finance.naver.com/item/main.nhn?code=053210,"10,600","5,069","111,712",7.36,7.84,-20.25,3.97,0.57,520.0,560.0,582.0,660.0,22.49,20.25,23.51,nan,173.36,180.22,163.4,nan,458.83,490.52,526.06,nan,코스피
355,지역난방공사,https://finance.naver.com/item/main.nhn?code=071320,"43,200","5,002","11,660",16.72,7.95,15.36,2.39,0.26,-2265,-256,279.0,629.0,262.66,285.29,236.7,nan,59.01,60.73,59.16,nan,2598.54,2547.22,2588.39,nan,코스피
356,키다리스튜디오,https://finance.naver.com/item/main.nhn?code=020120,"15,050","4,988","288,309",3238.63,35.68,8.98,nan,6.69,2,23,1,131,12.88,100.17,77.10,nan,362.82,271.78,124.88,nan,111.52,179.75,241.13,nan,코스피
358,웅진씽크빅,https://finance.naver.com/item/main.nhn?code=095720,"4,215","4,869","3,085,287",354.6,20.62,42.74,3.99,0.83,223,-1506.0,4.0,225.0,104.79,420.06,77.75,nan,136.50,24.21,145.47,nan,1794.61,616.03,622.96,nan,코스피
359,아세아제지,https://finance.naver.com/item/main.nhn?code=002310,"54,300","4,863","31,434",6.15,4.48,14.96,1.88,0.53,787.0,614.0,542.0,1091.0,52.26,45.03,39.28,nan,127.56,161.18,175.86,nan,1091.01,1205.67,1313.87,nan,코스피
360,에이프로젠제약,https://finance.naver.com/item/main.nhn?code=003060,"1,220","4,863","1,218,425",38.01,nan,105.77,-,1.04,-12,-35,189,nan,44.22,5.08,2.83,nan,99.68,1520.98,3759.37,nan,175.53,102.53,149.33,nan,코스피
361,남양유업,https://finance.naver.com/item/main.nhn?code=003920,"669,000","4,817","3,709",-4.72,nan,15.88,0.35,0.28,20.0,292.0,-535.0,nan,18.43,15.8,15.99,nan,233.07,297.33,230.88,nan,20469.81,20997.99,19835.4,nan,코스피
363,SK증권,https://finance.naver.com/item/main.nhn?code=001510,"1,015","4,797","6,236,677",33.58,nan,4.58,1.25,0.61,139.0,312.0,123.0,nan,594.12,626.02,822.97,nan,nan,nan,nan,nan,128.85,140.87,152.78,nan,코스피
364,아세아시멘트,https://finance.naver.com/item/main.nhn?code=183190,"123,000","4,792","20,605",11.9,13.07,11.87,1.72,0.35,172.0,287.0,251.0,410.0,145.4,139.62,130.87,nan,138.35,122.23,108.28,nan,3919.79,4001.55,4090.19,nan,코스피
365,서연,https://finance.naver.com/item/main.nhn?code=007860,"20,300","4,766","3,511,356",-42.44,nan,28.93,0.52,0.49,-432.0,-953.0,-255.0,nan,183.74,175.2,160.23,nan,70.72,69.61,74.9,nan,8929.68,8412.11,3787.51,nan,코스피
366,한국철강,https://finance.naver.com/item/main.nhn?code=104700,"10,300","4,743","237,129",-35.59,8.87,22.43,3.06,0.42,122.0,191.0,-85.0,532.0,26.74,20.45,24.68,nan,273.21,322.18,321.37,nan,1457.69,1473.45,1430.12,nan,코스피
367,태영건설,https://finance.naver.com/item/main.nhn?code=009410,"12,150","4,726","171,194",1.4,nan,8.77,2.75,0.74,2441.0,995.0,5325.0,nan,234.52,276.48,487.23,nan,95.87,94.83,64.4,nan,2510.22,2866.91,8250.27,nan,코스피
368,광동제약,https://finance.naver.com/item/main.nhn?code=009290,"8,960","4,697","158,942",11.84,nan,105.77,0.98,0.88,220.0,227.0,456.0,nan,69.91,77.17,65.41,nan,107.43,103.14,104.89,nan,766.28,805.01,890.92,nan,코스피
369,신성통상,https://finance.naver.com/item/main.nhn?code=005390,"3,265","4,692","10,040,244",34.35,nan,18.09,nan,1.06,75,52,73,nan,183.54,198.73,248.11,nan,43.13,46.41,36.21,nan,222.75,222.03,231.04,nan,코스피
371,엔에스쇼핑,https://finance.naver.com/item/main.nhn?code=138250,"13,850","4,667","47,396",63.16,-226.61,18.83,1.24,0.96,346.0,-75.0,64.0,-20.0,84.49,115.9,174.54,nan,54.33,69.86,41.82,nan,2610.92,2534.71,2536.68,nan,코스피
372,금호건설,https://finance.naver.com/item/main.nhn?code=002990,"12,700","4,652","165,154",12.63,6.29,8.77,5.51,0.83,-5.0,117.0,264.0,740.0,231.8,255.23,252.88,nan,87.63,77.65,73.97,nan,128.67,138.41,137.84,nan,코스피
373,퍼시스,https://finance.naver.com/item/main.nhn?code=016800,"40,450","4,652","9,245",10.01,12.48,23.50,3.37,0.59,455.0,340.0,340.0,364.0,15.12,8.54,8.25,nan,365.42,623.02,542.29,nan,3240.24,3408.16,3579.39,nan,코스피
374,KTB투자증권,https://finance.naver.com/item/main.nhn?code=030210,"7,670","4,626","897,235",2.89,nan,4.58,4.7,0.34,344,502.0,760.0,nan,232.28,392.65,639.19,nan,nan,nan,nan,nan,49.27,64.44,67.55,nan,코스피
375,포스코강판,https://finance.naver.com/item/main.nhn?code=058430,"77,000","4,620","1,621,471",16.47,nan,15.52,2.87,0.47,108.0,26.0,71.0,nan,107.69,127.71,113.56,nan,77.69,68.34,90.17,nan,629.38,624.91,646.21,nan,코스피
376,송원산업,https://finance.naver.com/item/main.nhn?code=004430,"19,050","4,572","253,626",13.94,7.79,23.11,0.75,0.83,378.0,350.0,284.0,607.0,112.2,105.76,92.27,nan,49.45,68.51,73.9,nan,3373.82,3517.82,3798.32,nan,코스피
377,한라홀딩스,https://finance.naver.com/item/main.nhn?code=060980,"43,650","4,571","49,271",8.89,7.89,28.93,5.35,0.43,131.0,411.0,441.0,575.0,99.27,98.67,121.16,nan,93.79,48.76,60.09,nan,1640.99,1647.92,1687.68,nan,코스피
379,신영증권우,https://finance.naver.com/item/main.nhn?code=001725,"64,400","4,543",962,4.95,nan,6.54,7.25,0.35,780.0,203.0,1961.0,nan,749.26,723.87,600.96,nan,nan,nan,nan,nan,1483.99,1502.07,1803.63,nan,코스피
381,KH 필룩스,https://finance.naver.com/item/main.nhn?code=033180,"3,390","4,519","3,883,209",-7.86,nan,73.37,nan,1.41,-110,-117,-471,nan,90.04,53.01,41.90,nan,46.86,55.00,57.43,nan,472.62,560.73,462.13,nan,코스피
382,대교,https://finance.naver.com/item/main.nhn?code=019680,"5,300","4,489","1,473,413",-21.85,83.97,42.74,2.71,0.55,192.0,172.0,-182.0,59.0,34.61,50.01,51.22,nan,89.77,80.74,54.03,nan,1246.02,1240.92,1189.04,nan,코스피
383,티웨이항공,https://finance.naver.com/item/main.nhn?code=091810,"4,060","4,479","2,758,002",-1.36,-5.28,-31.99,-,2.35,379,-432,-1379,-1108,90.90,327.66,503.31,nan,182.41,94.71,61.22,nan,854.66,695.66,108.89,nan,코스피
384,삼성출판사,https://finance.naver.com/item/main.nhn?code=068290,"44,550","4,455","149,632",4.5,nan,13.05,0.83,1.68,5.0,66.0,533.0,nan,64.55,98.91,68.38,nan,56.75,45.83,55.61,nan,1631.47,1708.88,2759.11,nan,코스피
385,에이프로젠 MED,https://finance.naver.com/item/main.nhn?code=007460,"2,290","4,416","2,931,240",-7.46,nan,-496.98,nan,1.17,-321,183,-327,nan,102.11,25.05,20.90,nan,81.14,191.81,324.67,nan,354.59,301.26,286.79,nan,코스피
387,대신증권우,https://finance.naver.com/item/main.nhn?code=003545,"16,950","4,407","123,512",7.61,5.23,4.58,12.32,0.42,1407.0,940.0,1470.0,3110.0,857.14,863.65,935.15,nan,nan,nan,nan,nan,400.48,415.0,434.22,nan,코스피
388,유진투자증권,https://finance.naver.com/item/main.nhn?code=001200,"4,460","4,320","897,174",5.07,nan,4.58,3.04,0.43,465.0,413.0,754.0,nan,864.53,880.08,1064.69,nan,nan,nan,nan,nan,39.88,46.93,62.0,nan,코스피
389,디티알오토모티브,https://finance.naver.com/item/main.nhn?code=007340,"43,200","4,317","63,279",5.6,nan,28.93,7.77,0.35,585.0,683.0,484.0,nan,54.52,45.62,46.91,nan,112.87,109.9,118.33,nan,16701.48,17827.03,18463.83,nan,코스피
390,동화약품,https://finance.naver.com/item/main.nhn?code=000020,"15,350","4,287","1,977,644",19.25,nan,105.77,0.92,1.64,101.0,91.0,287.0,nan,24.61,25.57,26.59,nan,302.52,361.97,271.01,nan,967.43,976.07,1064.44,nan,코스피
391,화승인더,https://finance.naver.com/item/main.nhn?code=006060,"7,730","4,276","331,562",10.56,nan,18.09,2.64,1.08,259.0,809.0,499.0,nan,179.92,180.25,128.53,nan,52.96,56.21,70.94,nan,754.1,953.48,1100.34,nan,코스피
393,환인제약,https://finance.naver.com/item/main.nhn?code=016580,"22,900","4,259","133,133",13.28,15.11,105.77,1.8,0.86,215.0,186.0,232.0,281.0,10.83,11.09,11.11,nan,478.64,420.11,421.53,nan,2691.73,2837.25,3033.99,nan,코스피
394,덕성,https://finance.naver.com/item/main.nhn?code=004830,"27,150","4,257","10,183,054",37.0,nan,18.09,0.57,1.83,-20.0,2.0,36.0,nan,60.01,63.32,58.58,nan,131.64,123.78,129.49,nan,693.26,694.94,733.47,nan,코스피
396,AK홀딩스,https://finance.naver.com/item/main.nhn?code=006840,"32,000","4,239","58,184",-2.17,nan,23.11,1.59,0.49,2066.0,574.0,-2658.0,nan,130.54,202.67,233.9,nan,70.38,50.28,49.24,nan,1179.2,1149.46,915.13,nan,코스피
397,세아홀딩스,https://finance.naver.com/item/main.nhn?code=058650,"105,500","4,220","2,077",-1.89,nan,22.43,2.94,0.16,645.0,485.0,-2615.0,nan,81.36,79.95,86.47,nan,66.36,82.95,91.14,nan,9645.05,9736.42,9261.96,nan,코스피
398,대상홀딩스,https://finance.naver.com/item/main.nhn?code=084690,"11,650","4,219","77,988",4.32,nan,15.88,2.16,0.58,456.0,1382.0,1648.0,nan,140.19,140.37,130.78,nan,76.07,76.62,111.82,nan,1397.5,1555.6,1775.13,nan,코스피
399,알루코,https://finance.naver.com/item/main.nhn?code=001780,"5,040","4,201","1,101,908",-25.01,nan,15.52,-,1.95,33.0,-68,-319,nan,165.13,170.26,167.82,nan,36.15,39.64,53.26,nan,449.63,441.99,388.14,nan,코스피
400,코오롱,https://finance.naver.com/item/main.nhn?code=002020,"33,200","4,192","137,914",2.0,nan,23.11,2.29,0.41,-45.0,-222.0,1666.0,nan,318.94,401.25,331.66,nan,54.23,50.3,50.39,nan,903.84,853.28,1052.01,nan,코스피
401,현대차증권,https://finance.naver.com/item/main.nhn?code=001500,"13,600","4,189","84,084",5.79,nan,4.58,5.36,0.46,506.0,718.0,843.0,nan,702.66,610.72,760.2,nan,nan,nan,nan,nan,460.66,410.51,450.01,nan,코스피
402,자이에스앤디,https://finance.naver.com/item/main.nhn?code=317400,"10,800","4,189","121,766",16.29,12.76,8.77,1.18,2.1,107,124.0,209.0,295.0,260.44,91.88,154.26,nan,212.06,192.86,106.74,nan,243.72,441.9,506.9,nan,코스피
403,진흥기업,https://finance.naver.com/item/main.nhn?code=002780,"2,870","4,175","3,213,463",18.65,nan,8.77,-,3.20,61,203,204,nan,364.75,234.47,138.05,nan,102.08,143.97,145.66,nan,-1.16,24.30,52.67,nan,코스피
404,쌍용차,https://finance.naver.com/item/main.nhn?code=003620,"2,770","4,151",0,-0.82,nan,21.71,-,-4.71,-618,-3414,-5043,nan,218.14,400.89,-2107.02,nan,34.41,27.50,26.67,nan,0.20,-46.47,-112.00,nan,코스피
406,세진중공업,https://finance.naver.com/item/main.nhn?code=075580,"7,230","4,110","312,327",205.36,11.03,-9.26,2.24,2.4,18.0,31.0,33.0,396.0,132.54,151.7,178.05,nan,17.91,32.18,34.2,nan,614.09,617.63,407.99,nan,코스피
407,선진,https://finance.naver.com/item/main.nhn?code=136490,"17,050","4,054","68,347",3.21,nan,15.88,0.88,0.73,185.0,203.0,852.0,nan,176.98,196.82,191.56,nan,54.76,48.38,50.88,nan,2592.68,2604.89,3136.89,nan,코스피
410,하이트진로홀딩스,https://finance.naver.com/item/main.nhn?code=000140,"17,300","4,015","29,023",5.53,nan,19.95,2.66,0.67,86.0,-401.0,1077.0,nan,264.06,290.48,268.26,nan,37.86,37.88,39.55,nan,959.43,920.51,969.99,nan,코스피
411,제일파마홀딩스,https://finance.naver.com/item/main.nhn?code=002620,"25,100","4,009","32,468",29.62,nan,105.77,0.33,0.8,73.0,-955.0,149.0,nan,56.06,75.43,77.73,nan,83.27,67.62,62.99,nan,5684.88,4418.87,4623.46,nan,코스피
412,경방,https://finance.naver.com/item/main.nhn?code=000050,"14,600","4,003","28,866",26.09,nan,18.09,1.01,0.43,202.0,436.0,130.0,nan,83.67,84.85,70.49,nan,37.34,36.08,31.77,nan,5130.13,5414.52,5485.48,nan,코스피
413,국도화학,https://finance.naver.com/item/main.nhn?code=007690,"68,700","3,992","27,752",10.66,nan,23.11,2.22,0.55,466.0,355.0,308.0,nan,71.0,69.4,68.51,nan,111.3,114.9,109.36,nan,1637.4,1766.54,1838.88,nan,코스피
414,한세예스24홀딩스,https://finance.naver.com/item/main.nhn?code=016450,"9,950","3,980","338,971",5.64,8.65,18.09,3.26,0.82,-454.0,31.0,705.0,963.0,171.69,190.55,146.72,nan,43.83,44.35,55.43,nan,1495.74,1555.21,1845.72,nan,코스피
415,남선알미늄,https://finance.naver.com/item/main.nhn?code=008350,"3,610","3,977","1,818,210",49.22,nan,15.52,-,2.74,252,145,105,nan,79.60,65.01,55.72,nan,123.30,141.78,139.05,nan,204.48,229.91,249.09,nan,코스피
416,삼양패키징,https://finance.naver.com/item/main.nhn?code=272550,"27,800","3,950","21,985",9.35,8.3,14.96,4.71,0.98,214.0,284.0,323.0,476.0,105.69,97.0,83.44,nan,110.32,121.29,96.81,nan,273.59,302.85,333.14,nan,코스피
417,이아이디,https://finance.naver.com/item/main.nhn?code=093230,508,"3,929","33,795,558",-8.52,nan,285.60,-,1.63,-67,5,-224,nan,8.30,48.81,53.42,nan,248.54,91.02,103.87,nan,99.76,38.35,9.87,nan,코스피
418,하나제약,https://finance.naver.com/item/main.nhn?code=293480,"22,100","3,928","54,211",28.03,nan,105.77,1.98,1.75,262.0,283.0,149.0,nan,18.01,19.38,19.02,nan,485.44,391.96,341.74,nan,2440.01,2727.68,2823.05,nan,코스피
419,모토닉,https://finance.naver.com/item/main.nhn?code=009680,"11,900","3,927","39,725",26.21,nan,28.93,3.39,0.62,87.0,114.0,149.0,nan,7.31,8.08,6.71,nan,1282.46,1188.77,1501.0,nan,2456.25,2484.26,2531.17,nan,코스피
420,한일홀딩스,https://finance.naver.com/item/main.nhn?code=003300,"13,600","3,919","27,781",6.6,nan,11.87,4.68,0.24,5204.0,492.0,1085.0,nan,88.67,89.39,82.08,nan,123.69,83.05,64.44,nan,6586.75,6579.56,7586.26,nan,코스피
421,YG PLUS,https://finance.naver.com/item/main.nhn?code=037270,"6,170","3,914","611,944",-47.73,nan,-20.25,nan,3.40,-14,-42,-75,nan,27.05,40.16,44.96,nan,154.30,100.48,98.61,nan,215.80,204.78,193.56,nan,코스피
422,현대리바트,https://finance.naver.com/item/main.nhn?code=079430,"18,950","3,891","112,399",12.32,nan,23.50,1.25,0.67,389.0,195.0,266.0,nan,51.75,64.39,66.99,nan,142.38,111.51,99.49,nan,2094.91,2145.82,2258.52,nan,코스피
423,이월드,https://finance.naver.com/item/main.nhn?code=084680,"3,545","3,865","768,590",-29.34,nan,-18.22,-,1.24,93,129,-154,nan,60.73,24.50,23.50,nan,49.36,65.87,24.55,nan,26.70,61.24,42.38,nan,코스피
424,삼천리,https://finance.naver.com/item/main.nhn?code=004690,"95,000","3,852","13,958",10.33,6.48,15.95,3.69,0.22,266.0,360.0,273.0,628.0,170.36,180.87,177.53,nan,89.71,90.74,132.62,nan,6338.81,6464.14,6556.93,nan,코스피
425,삼부토건,https://finance.naver.com/item/main.nhn?code=001470,"2,780","3,824","867,295",-36.04,nan,8.77,-,3.28,-515,74,-211,nan,117.11,109.72,169.92,nan,149.27,144.34,97.11,nan,735.48,139.77,53.97,nan,코스피
426,자화전자,https://finance.naver.com/item/main.nhn?code=033240,"21,350","3,822","167,928",-64.38,15.43,32.31,-,1.41,-13.0,-3,-63,250,27.17,25.07,30.66,nan,207.05,216.31,251.45,nan,3123.26,3081.77,3042.00,nan,코스피
427,KISCO홀딩스,https://finance.naver.com/item/main.nhn?code=001940,"20,600","3,806","53,021",7.6,7.32,22.43,2.11,0.25,363.0,629.0,365.0,850.0,20.8,17.31,17.21,nan,217.34,209.35,210.03,nan,3200.05,3409.24,3556.89,nan,코스피
428,휴비스,https://finance.naver.com/item/main.nhn?code=079980,"11,000","3,795","150,847",3.46,nan,18.09,3.64,0.58,190.0,-3.0,826.0,nan,134.75,121.44,83.46,nan,43.48,43.84,94.82,nan,147.18,141.0,185.4,nan,코스피
429,CJ4우(전환),https://finance.naver.com/item/main.nhn?code=00104K,"89,600","3,787","8,018",37.91,14.46,17.34,2.76,0.67,8800.0,3238.0,2040.0,4934.0,153.39,176.3,159.97,nan,58.82,62.15,73.36,nan,2741.67,2527.96,2567.7,nan,코스피
430,한독,https://finance.naver.com/item/main.nhn?code=002390,"27,500","3,785","34,714",17.0,nan,105.77,0.9,1.2,71.0,339.0,270.0,nan,108.25,117.64,114.46,nan,79.91,75.21,102.7,nan,4622.78,4986.99,5339.43,nan,코스피
431,한솔제지,https://finance.naver.com/item/main.nhn?code=213500,"15,900","3,784","163,779",5.56,5.9,7.25,5.05,0.52,408.0,400.0,593.0,680.0,205.14,184.81,174.03,nan,35.47,40.09,44.42,nan,347.24,368.9,404.28,nan,코스피
432,신세계푸드,https://finance.naver.com/item/main.nhn?code=031440,"97,600","3,780","12,943",-11.5,29.15,-18.22,1.15,0.89,85.0,44.0,-220.0,132.0,97.21,132.71,213.19,nan,62.69,61.68,65.73,nan,1546.61,1538.94,1381.96,nan,코스피
433,아이마켓코리아,https://finance.naver.com/item/main.nhn?code=122900,"11,300","3,777","122,749",14.59,nan,23.10,6.86,0.76,207.0,258.0,288.0,nan,144.22,157.16,166.43,nan,121.74,132.15,125.27,nan,2156.19,2160.62,2155.64,nan,코스피
434,농심홀딩스,https://finance.naver.com/item/main.nhn?code=072710,"81,400","3,775","3,640",5.25,nan,15.88,2.58,0.37,468.0,366.0,685.0,nan,33.37,31.92,28.21,nan,62.79,59.43,61.21,nan,3793.05,3888.35,4134.85,nan,코스피
435,일동제약,https://finance.naver.com/item/main.nhn?code=249420,"15,750","3,749","51,112",-34.56,nan,105.77,-,1.77,127.0,-134,-130,nan,103.98,142.29,137.79,nan,96.54,76.59,76.70,nan,1187.1,1032.51,943.02,nan,코스피
436,엘브이엠씨홀딩스,https://finance.naver.com/item/main.nhn?code=900140,"3,760","3,740","315,587",-10.33,nan,21.71,nan,0.91,-490.0,-556,-246,nan,81.75,108.28,80.58,nan,86.6,64.03,87.54,nan,2670.21,2122.94,1477.25,nan,코스피
437,애경유화,https://finance.naver.com/item/main.nhn?code=161000,"11,600","3,717","191,466",6.45,nan,23.11,3.91,0.72,527.0,304.0,443.0,nan,45.77,36.9,36.03,nan,118.04,113.04,119.39,nan,2090.21,2196.62,2398.07,nan,코스피
438,HSD엔진,https://finance.naver.com/item/main.nhn?code=082740,"9,130","3,707","455,582",45.76,-31.30,-9.26,-,1.43,-187,-414,60,-116,221.78,340.34,272.59,nan,26.22,24.08,24.28,nan,548.42,421.12,440.21,nan,코스피
439,조광피혁,https://finance.naver.com/item/main.nhn?code=004700,"55,600","3,697","2,830",20.06,nan,18.09,0.51,0.67,136,145,197.0,nan,5.60,7.57,8.98,nan,416.25,489.52,675.26,nan,610.88,653.21,710.64,nan,코스피
440,삼진제약,https://finance.naver.com/item/main.nhn?code=005500,"26,400","3,670","62,277",13.59,12.76,105.77,2.94,1.57,249.0,119.0,279.0,292.0,27.66,23.64,26.04,nan,265.38,299.86,226.3,nan,1498.42,1489.22,1613.48,nan,코스피
441,한국쉘석유,https://finance.naver.com/item/main.nhn?code=002960,"281,000","3,653","2,431",15.99,nan,285.60,5.42,3.43,250.0,210.0,210.0,nan,45.25,44.11,51.46,nan,210.23,211.09,213.4,nan,1322.16,1298.85,1301.65,nan,코스피
442,E1,https://finance.naver.com/item/main.nhn?code=017940,"53,100","3,643","32,650",5.08,nan,15.95,4.93,0.22,792.0,-524.0,563.0,nan,170.95,198.76,200.08,nan,80.51,85.82,57.03,nan,3582.96,3420.56,3562.15,nan,코스피
443,화신,https://finance.naver.com/item/main.nhn?code=010690,"10,350","3,614","20,742,633",-2.18,7.4,28.93,1.48,0.44,-571.0,66.0,-542.0,341.0,182.5,169.71,221.78,nan,59.5,65.99,59.13,nan,1678.68,1709.31,1408.75,nan,코스피
444,유양디앤유,https://finance.naver.com/item/main.nhn?code=011690,"2,440","3,593",0,-1.66,nan,77.59,-,2.24,-300,-216,-430,nan,80.72,89.85,255.08,nan,67.32,44.29,52.37,nan,179.58,144.69,17.26,nan,코스피
445,조선내화,https://finance.naver.com/item/main.nhn?code=000480,"89,800","3,592","1,542",9.61,nan,15.52,5.21,0.42,580.0,322.0,397.0,nan,48.57,52.0,70.11,nan,61.1,67.54,72.54,nan,2905.81,2990.05,3088.44,nan,코스피
446,현대에너지솔루션,https://finance.naver.com/item/main.nhn?code=322000,"31,900","3,573","33,390",71.71,27.44,49.74,0.5,1.36,186,235,62.0,130.0,15.72,51.38,39.39,nan,361.79,150.49,186.25,nan,497.13,467.63,479.0,nan,코스피
447,SIMPAC,https://finance.naver.com/item/main.nhn?code=009160,"5,460","3,572","4,186,208",4.73,nan,-496.98,2.43,0.31,692.0,95.0,341.0,nan,56.71,53.93,58.9,nan,87.5,88.15,77.56,nan,1280.82,1298.7,1391.95,nan,코스피
448,케이씨,https://finance.naver.com/item/main.nhn?code=029460,"26,350","3,571","52,835",7.82,nan,16.88,1.08,0.58,2124.0,570.0,574.0,nan,37.96,34.14,32.54,nan,221.13,264.23,248.32,nan,5951.72,6629.59,7615.26,nan,코스피
449,SNT홀딩스,https://finance.naver.com/item/main.nhn?code=036530,"21,850","3,562","22,395",6.5,nan,28.93,4.36,0.26,737.0,1245.0,779.0,nan,40.62,37.56,40.37,nan,237.91,236.3,209.29,nan,7918.17,9308.41,10423.13,nan,코스피
450,신대양제지,https://finance.naver.com/item/main.nhn?code=016590,"87,500","3,526","5,536",6.06,nan,14.96,0.98,0.54,984.0,723.0,457.0,nan,47.44,33.95,34.97,nan,81.61,117.4,105.51,nan,1708.28,1977.29,2213.89,nan,코스피
453,금호석유우,https://finance.naver.com/item/main.nhn?code=011785,"115,500","3,492","23,806",8.33,4.12,23.11,7.67,1.28,5031.0,2947.0,5830.0,17279.0,96.61,72.58,59.64,nan,49.82,62.07,96.71,nan,1362.22,1518.71,1841.63,nan,코스피
454,SNT중공업,https://finance.naver.com/item/main.nhn?code=003570,"10,500","3,492","77,301",23.48,nan,28.93,5.09,0.23,198.0,166.0,83.0,nan,39.2,36.34,39.49,nan,280.4,304.15,244.19,nan,705.27,700.47,697.8,nan,코스피
456,무림P&P,https://finance.naver.com/item/main.nhn?code=009580,"5,570","3,474","528,036",-26.13,9.68,7.25,3.45,0.38,698.0,104.0,-76.0,360.0,113.75,117.6,137.84,nan,42.52,42.7,52.94,nan,297.11,294.04,281.77,nan,코스피
457,한화3우B,https://finance.naver.com/item/main.nhn?code=00088K,"15,400","3,461","51,722",12.96,5.8,7.24,5.49,0.58,7993.0,2311.0,7405.0,14944.0,900.11,898.06,933.0,nan,62.12,63.17,63.47,nan,849.07,834.76,873.37,nan,코스피
459,대원제약,https://finance.naver.com/item/main.nhn?code=003220,"16,250","3,449","77,309",22.27,15.18,105.77,0.82,1.78,233.0,269.0,172.0,226.0,50.35,60.38,57.55,nan,107.1,112.39,95.45,nan,1860.77,2012.37,2072.23,nan,코스피
460,신세계 I&C,https://finance.naver.com/item/main.nhn?code=035510,"200,000","3,440","14,907",3.1,10.12,21.84,1.99,0.69,293.0,107.0,696.0,340.0,59.03,45.43,34.23,nan,190.0,181.52,192.06,nan,2201.5,2288.63,3055.19,nan,코스피
462,태림포장,https://finance.naver.com/item/main.nhn?code=011280,"4,785","3,388","194,511",138.37,nan,14.96,-,1.30,287.0,217.0,45,nan,79.71,76.47,74.71,nan,43.35,39.21,51.87,nan,837.83,785.09,790.90,nan,코스피
463,삼화페인트,https://finance.naver.com/item/main.nhn?code=000390,"12,400","3,373","93,110",56.93,nan,11.87,1.06,1.11,8.0,39.0,65.0,nan,98.02,98.69,103.31,nan,109.95,83.8,103.3,nan,2280.88,2283.66,2323.36,nan,코스피
464,신도리코,https://finance.naver.com/item/main.nhn?code=029530,"33,300","3,357","39,561",-19.91,nan,396.94,-,0.31,350.0,145.0,-134,nan,9.03,8.83,7.98,nan,1106.44,1144.77,1194.68,nan,1654.89,1652.42,1606.30,nan,코스피
465,이수화학,https://finance.naver.com/item/main.nhn?code=005950,"12,200","3,316","289,152",-2.91,nan,23.11,2.27,1.2,-16.0,-189.0,-1399.0,nan,132.51,180.13,229.65,nan,83.54,91.59,82.69,nan,247.15,246.75,89.47,nan,코스피
466,한전산업,https://finance.naver.com/item/main.nhn?code=130660,"10,150","3,309","29,078,488",11.37,nan,9.04,4.37,1.87,120.0,169.0,135.0,nan,96.98,95.29,96.66,nan,194.17,186.89,162.02,nan,363.56,420.86,410.93,nan,코스피
467,현대비앤지스틸,https://finance.naver.com/item/main.nhn?code=004560,"21,900","3,302","463,624",6.35,nan,15.52,1.01,0.35,194.0,218.0,236.0,nan,58.53,51.04,51.34,nan,129.14,214.88,164.94,nan,403.07,431.05,463.04,nan,코스피
468,인스코비,https://finance.naver.com/item/main.nhn?code=006490,"3,010","3,243","820,981",81.59,nan,11.23,nan,5.87,-81,-242,23,nan,85.94,96.82,91.24,nan,139.51,144.83,77.27,nan,-26.81,-42.23,-25.51,nan,코스피
469,KPX케미칼,https://finance.naver.com/item/main.nhn?code=025000,"66,700","3,228","6,661",4.2,nan,23.11,5.01,0.5,120.0,431.0,644.0,nan,20.65,11.52,19.37,nan,221.76,315.69,218.6,nan,1711.56,1864.22,2077.28,nan,코스피
